spike_count, amplitude
0.0,-234.46146141412038
0.16666666666666666,-311.29741248244375
0.3333333333333333,-344.82495669640014
0.5,-332.81830909098403
0.6666666666666666,-632.9190551365641
0.8333333333333334,-341.10825635834937
1.0,-404.6768533501735
1.1666666666666667,-325.19136297324394
1.3333333333333333,-346.5607393020317
1.5,-381.06486711757975
1.6666666666666667,-364.349894028966
1.8333333333333333,-415.49725829870385
2.0,-408.4062024473343
2.1666666666666665,-411.3604195964281
2.3333333333333335,-435.117953446048
2.5,-503.127301891848
2.6666666666666665,-400.7990562293152
2.8333333333333335,-413.54600982604404
3.0,-399.067429653891
3.1666666666666665,-442.94719692500735
3.3333333333333335,-439.63997071262816
3.5,-432.0981367551333
3.6666666666666665,-520.5605074138402
3.8333333333333335,-405.9300130847585
4.0,-353.28892976560684
4.166666666666667,-390.9357549229409
4.333333333333333,-317.0055758738278
4.5,-363.57237010394124
4.666666666666667,-642.3785625374933
4.833333333333333,-381.43508035475537
5.0,-341.253367078542
5.166666666666667,-323.4993451074859
5.333333333333333,-291.35201393796433
5.5,-318.89496900880226
5.666666666666667,-286.60358002647195
5.833333333333333,-188.67553001991155
6.0,-288.76229430653905
6.166666666666667,-259.1016668253575
6.333333333333333,-292.75761554029674
6.5,-290.25643863951683
6.666666666666667,-274.62804509449916
6.833333333333333,-246.36644242909526
7.0,-306.46742032316115
7.166666666666667,-344.8804747754208
7.333333333333333,-307.43767583324205
7.5,-377.31533858677017
7.666666666666667,-287.17065107649864
7.833333333333333,-224.0330527204177
8.0,-303.6009971775284
8.166666666666666,-275.8605669790981
8.333333333333334,-417.97644107438
8.5,-299.3527584241437
8.666666666666666,-317.21705120026684
8.833333333333334,-334.82543482374234
9.0,-345.6637715805646
9.166666666666666,-352.5561264463931
9.333333333333334,-337.470190337446
9.5,-335.95683845030607
9.666666666666666,-348.3782811465373
9.833333333333334,-294.7053507610373
10.0,-309.8504251761402
10.166666666666666,-231.98790997497943
10.333333333333334,-260.8635420633357
10.5,-207.60288595700888
10.666666666666666,-186.60467855581769
10.833333333333334,-166.44366105310587
11.0,-181.82113379070773
11.166666666666666,-147.79402964362188
11.333333333333334,-122.46248900485273
11.5,-135.6701978220339
11.666666666666666,-151.36857876455394
11.833333333333334,-138.0431570898221
12.0,-148.31337502117825
12.166666666666666,-145.56974318360895
12.333333333333334,-137.77949428240015
12.5,-137.18050471245465
12.666666666666666,-98.7212178267226
12.833333333333334,-122.43433922781873
13.0,-107.45918854835108
13.166666666666666,-107.28540185576134
13.333333333333334,-266.24663748711805
13.5,-138.96795066334317
13.666666666666666,-119.2653463356614
13.833333333333334,-127.15742674088801
14.0,-115.4827281314213
14.166666666666666,-129.5863834428289
14.333333333333334,-103.85287916003446
14.5,-101.4019242822763
14.666666666666666,-119.46480180335465
14.833333333333334,-118.67415011277589
15.0,-99.82426739373187
15.166666666666666,-109.98946668209872
15.333333333333334,-102.0014614259107
15.5,-118.63463328719557
15.666666666666666,-126.73131023669772
15.833333333333334,-112.44486198997973
16.0,-107.72025961159092
16.166666666666668,-120.88345184098773
16.333333333333332,-161.45879309381002
16.5,-189.80389108112362
16.666666666666668,-165.94238806365559
16.833333333333332,-181.18408413171224
17.0,-191.9690436075938
17.166666666666668,-191.67940036817242
17.333333333333332,-95.8286042352405
17.5,-212.42545103590993
17.666666666666668,-199.32626329549925
17.833333333333332,-228.38495914613435
18.0,-219.33300065382542
18.166666666666668,-228.4203118419878
18.333333333333332,-274.5039373047533
18.5,-303.0039092303945
18.666666666666668,-298.0768936097729
18.833333333333332,-273.0152555998689
19.0,-315.00931779967937
19.166666666666668,-308.5185620934868
19.333333333333332,-334.2057873745172
19.5,-568.6442719418825
19.666666666666668,-361.54264222881284
19.833333333333332,-368.39764286679883
20.0,-425.9565343875392
20.166666666666668,-439.87269241658197
20.333333333333332,-446.2067322668043
20.5,-431.3104804165915
20.666666666666668,-459.65277712538375
20.833333333333332,-495.6015242291448
21.0,-507.2628286102164
21.166666666666668,-546.8179543911806
21.333333333333332,-187.1520736779023
21.5,-527.5742895717343
21.666666666666668,-577.2313353744702
21.833333333333332,-559.6659782351696
22.0,-335.80590888180086
22.166666666666668,-591.2886607811816
22.333333333333332,-592.1190517743643
22.5,-602.3298836826112
22.666666666666668,-605.0670122254962
22.833333333333332,-641.3786650801846
23.0,-594.9793083593587
23.166666666666668,-637.1316248165746
23.333333333333332,-613.2813429957346
23.5,-552.1489299822754
23.666666666666668,-635.0035076780864
23.833333333333332,-626.1588681346318
24.0,-613.4902054822034
24.166666666666668,-645.7097324718711
24.333333333333332,-641.1737104533008
24.5,-629.5627908714944
24.666666666666668,-574.239504903592
24.833333333333332,-654.1811550866415
25.0,-631.6853717423173
25.166666666666668,-652.9428507679355
25.333333333333332,-637.3505241171188
25.5,-650.8133893840811
25.666666666666668,-617.1718352527815
25.833333333333332,-662.6445501762181
26.0,-688.6854522060204
26.166666666666668,-695.828629181223
26.333333333333332,-665.4136996374194
26.5,-674.7409255554785
26.666666666666668,-640.0009902428648
26.833333333333332,-650.9521990012512
27.0,-631.8178910206859
27.166666666666668,-660.0988001141926
27.333333333333332,-584.1359293924861
27.5,-656.0837210266483
27.666666666666668,-657.6435160284269
27.833333333333332,-709.6047215880834
28.0,-665.3294304233146
28.166666666666668,-680.3147502803407
28.333333333333332,-687.446137614866
28.5,-683.1265940574123
28.666666666666668,-651.9218295717238
28.833333333333332,-670.9906858129643
29.0,-651.2485552897106
29.166666666666668,-577.3446893655534
29.333333333333332,-632.0702311770405
29.5,-564.8745574394814
29.666666666666668,-509.2555960708007
29.833333333333332,-500.24542524182664
30.0,-390.0362177093982
30.166666666666668,-358.3707907516525
30.333333333333332,-275.98518517911884
30.5,-300.75923743403916
30.666666666666668,-262.9192630616457
30.833333333333332,-248.22968293132936
31.0,-240.41458902105248
31.166666666666668,-246.32620193460048
31.333333333333332,-268.7204804125572
31.5,-215.2678050700095
31.666666666666668,-177.90881020290212
31.833333333333332,-172.03192720506271
32.0,-165.33164379836126
32.166666666666664,-135.15462773580023
32.333333333333336,-174.50899883596534
32.5,-143.63784391244917
32.666666666666664,-186.4963994655912
32.833333333333336,-183.54120442139225
33.0,-183.95358035877223
33.166666666666664,-167.0176810333442
33.333333333333336,-157.27787521620857
33.5,-153.57815939019926
33.666666666666664,-197.29834328399318
33.833333333333336,-197.5579775946211
34.0,-205.025387548909
34.166666666666664,-175.12104260947245
34.333333333333336,-185.65777497125993
34.5,-172.713283362099
34.666666666666664,-178.75002933643097
34.833333333333336,-210.42060717542927
35.0,-17.23691648294198
35.166666666666664,-180.619734091846
35.333333333333336,-202.11883601091648
35.5,-154.642293225556
35.666666666666664,-179.40487260735847
35.833333333333336,-190.16331974932186
36.0,-165.96581580781782
36.166666666666664,-190.3026190795998
36.333333333333336,-88.91519771906951
36.5,-212.07962702541448
36.666666666666664,-198.12527717606358
36.833333333333336,-177.53161264790825
37.0,-195.4710675780459
37.166666666666664,-196.22710597475313
37.333333333333336,-193.4416343109082
37.5,-213.48909992946426
37.666666666666664,-207.98117769813163
37.833333333333336,-185.86683177799782
38.0,-200.83732661166644
38.166666666666664,-209.44565274323205
38.333333333333336,-199.65041091501632
38.5,-215.16908832886858
38.666666666666664,-179.95451326722224
38.833333333333336,-190.8740457823668
39.0,-223.56563819537178
39.166666666666664,-219.25132554446867
39.333333333333336,-162.48068837312846
39.5,-185.1064204612107
39.666666666666664,-212.89976313297447
39.833333333333336,-187.31411981223275
40.0,-195.89724303388118
40.166666666666664,-218.6975295408805
40.333333333333336,-187.5587907898527
40.5,-172.51448161312078
40.666666666666664,-178.17557432057376
40.833333333333336,-202.11530692887266
41.0,-212.284906786493
41.166666666666664,-193.15080608747968
41.333333333333336,-164.41224056531016
41.5,-198.0023533605327
41.666666666666664,-190.30944704731536
41.833333333333336,-193.49333416667247
42.0,-200.39213850515915
42.166666666666664,-240.21861467103395
42.333333333333336,-200.90522532992708
42.5,-257.48130891459584
42.666666666666664,-191.70777751591825
42.833333333333336,-214.28537849234158
43.0,-219.8063253956387
43.166666666666664,-185.561538515699
43.333333333333336,-210.81801491220324
43.5,-217.64471846909112
43.666666666666664,-205.57323174942366
43.833333333333336,-178.24300951447537
44.0,-225.7295762608785
44.166666666666664,-197.46439374169657
44.333333333333336,-183.4175374666017
44.5,-198.62522638464577
44.666666666666664,-242.97137539207725
44.833333333333336,-206.60932477557213
45.0,-237.49299232632507
45.166666666666664,-146.22859866317663
45.333333333333336,-229.10030815028844
45.5,-215.27887296690943
45.666666666666664,-201.5271114854434
45.833333333333336,-226.65774756043658
46.0,-341.2521304912957
46.166666666666664,-198.25652969624565
46.333333333333336,-204.844018732181
46.5,-189.89297176877926
46.666666666666664,-214.60222236800234
46.833333333333336,-216.6764940307138
47.0,-211.80349157345393
47.166666666666664,-239.6370782012234
47.333333333333336,-199.08184052296926
47.5,-212.78640393168718
47.666666666666664,-215.22842459855306
47.833333333333336,-264.07499061851433
