spike_count, amplitude
0.0,-1065.620657015909
0.08333333333333333,-795.6889885413154
0.16666666666666666,-913.3777342064125
0.25,-1142.355159408945
0.3333333333333333,-1113.290175826573
0.4166666666666667,-1256.3031975537883
0.5,-1147.2112176786868
0.5833333333333334,-1029.2236883748476
0.6666666666666666,-1195.7843384280777
0.75,-996.3314784471683
0.8333333333333334,-1172.0495961634679
0.9166666666666666,-1188.8660394349572
1.0,-1107.0403315816832
1.0833333333333333,-830.085050436648
1.1666666666666667,-1101.4384317697304
1.25,-1112.3959592127505
1.3333333333333333,-1128.184691750609
1.4166666666666667,-1166.90508987544
1.5,-1059.8409748675856
1.5833333333333333,-1112.2839794518013
1.6666666666666667,-1215.6795649379737
1.75,-1133.2904659222472
1.8333333333333333,-1560.1374630909024
1.9166666666666667,-1783.412076774785
2.0,-1122.0545992462255
2.0833333333333335,-930.2510018304029
